image,text
data/raw/other/80.png,آتا؟ اگراسلام کے نام پر قبروں سے میتوں کونکال کر
data/raw/other/81.png,سڑکوں اور چوراہوں پر لٹکایا جائے، نمازپڑھتے ہوئے نمازیوں پر
data/raw/other/82.png,خودکش حملے کرکے انہیں شہیدکیا جائے، مساجد پرحملے کئے جائیں،
data/raw/other/83.png,امام بارگاہوں پر حملے کئے جائیں، عزاداروں پر حملے کئے
data/raw/other/84.png,جائیں، معصوم و بے گناہ مسلمانوں کو قتل کیا جائے
data/raw/other/85.png,تو کیا یہ سارا عمل خلاف اسلام قرار نہیں پائے
data/raw/other/86.png,گا؟ کئی اولیائے کرام، بزرگان دین جن کاشجرہء نسب حضرت
data/raw/other/87.png,علی اور نبی آخرالزماں حضرت محمدمصطفے ﷺ سے جاملتاہے اور
data/raw/other/88.png,جن بزرگان دین نے اپنے عمل وکردار اور تبلیغ سے
data/raw/other/89.png,جہالت کی تاریکی میں اسلام کی روشنی پھیلائی اورکروڑوں لوگوں
data/raw/other/90.png,کومسلمان کیا ان بزرگان دین کے مزاراتِ مقدسہ کوبموں سے
data/raw/other/91.png,اڑانا اور ان کے مزارات کی توہین کرنا کیا رسول
data/raw/other/92.png,اکرم ﷺ سے محبت کامظاہرہ ہے؟ کیا ایسے جلیل القدر
data/raw/other/93.png,اولیائے کرام کے مزارات پرخودکش حملے کرنااوران کی توہین کرنا
data/raw/other/94.png,توہینِ رسالتﷺ کے زمرے میں نہیں آتا؟ ایسا گھناوٴنا جرم
data/raw/other/95.png,کرنے والوں کیخلاف کتنی مذہبی جماعتوں نے احتجاجی مظاہرے کئے؟۔
data/raw/other/96.png,انہوں نے کہا کہ مذہبی انتہاپسند عناصر نے اپنے مخصوص
data/raw/other/97.png,مفادات کیلئے اسلام کے نام پرسادہ لوح نوجوانوں کو اس
data/raw/other/98.png,قدرانتہاپسند اور جنونی بنادیا ہے کہ انہیں اللہ کے حضوررکوع
data/raw/other/99.png,وسجود کرنے والے نمازیوں کوبموں سے اڑاتے وقت کوئی رحم
data/raw/other/100.png,نہیں آ یا۔ آخریہ کونسا مذہب ہے؟کیا اسلام کے نام
